39,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 92579
24,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 158396
38,  Private,  HS-grad,  Divorced,  Sales,  White,  Male,  United-States, 86780
48,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 132493
21,  Private,  Some-college,  Never-married,  Other-service,  Asian-Pac-Islander,  Female,  United-States, 97230
31,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 121525
55,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 70324
24,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  Asian-Pac-Islander,  Female,  Laos, 127484
43,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 61421
26,  Private,  Assoc-acdm,  Never-married,  Tech-support,  White,  Male,  United-States, 174037
46,  Private,  Assoc-acdm,  Never-married,  Prof-specialty,  White,  Female,  United-States, 169930
35,  Private,  Assoc-acdm,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 176210
41,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 173510
26,  Private,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 69872
34,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  Asian-Pac-Islander,  Male,  Taiwan, 21610
19,  ?,  Some-college,  Never-married,  ?,  Black,  Female,  United-States, 119068
36,  Self-emp-not-inc,  Bachelors,  Divorced,  Prof-specialty,  Black,  Female,  United-States, 92735
22,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 70787
24,  Private,  Some-college,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 143543
77,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 108591
22,  Private,  5th-6th,  Married-civ-spouse,  Machine-op-inspct,  White,  Female,  Mexico, 115259
29,  Private,  Some-college,  Never-married,  Tech-support,  White,  Female,  United-States, 163897
62,  Private,  HS-grad,  Widowed,  Other-service,  White,  Female,  United-States, 166841
39,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 92105
43,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 78288
35,  Private,  HS-grad,  Divorced,  Transport-moving,  White,  Male,  United-States, 163237
29,  Private,  11th,  Never-married,  Exec-managerial,  White,  Female,  United-States, 139975
76,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 108263
63,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 50706
23,  ?,  Assoc-voc,  Never-married,  ?,  Black,  Female,  United-States, 42073
43,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 142550
58,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 183126
66,  Private,  HS-grad,  Never-married,  Transport-moving,  White,  Male,  United-States, 20082
41,  Private,  Some-college,  Never-married,  Craft-repair,  Black,  Male,  United-States, 68398
26,  Private,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 14585
47,  Private,  Assoc-voc,  Never-married,  Other-service,  White,  Male,  United-States, 178970
55,  Local-gov,  10th,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 135141
53,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 84450
17,  Private,  5th-6th,  Never-married,  Other-service,  White,  Male,  Mexico, 118071
30,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 177809
49,  Private,  Masters,  Never-married,  Prof-specialty,  White,  Male,  United-States, 14670
19,  Private,  HS-grad,  Never-married,  Sales,  Black,  Male,  Haiti, 120838
45,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  Black,  Male,  United-States, 22029
26,  Private,  Assoc-acdm,  Never-married,  Sales,  White,  Male,  United-States, 186370
38,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 10542
36,  State-gov,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 37203
33,  Private,  HS-grad,  Never-married,  Farming-fishing,  White,  Male,  United-States, 82076
22,  State-gov,  Some-college,  Never-married,  Protective-serv,  Black,  Female,  United-States, 166382
43,  Self-emp-not-inc,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 164713
67,  ?,  11th,  Married-civ-spouse,  ?,  White,  Male,  United-States, 90362
30,  ?,  Assoc-voc,  Divorced,  ?,  White,  Female,  United-States, 123364
56,  Private,  Assoc-acdm,  Married-spouse-absent,  Other-service,  White,  Male,  Iran, 112645
31,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 184859
33,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 117137
26,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 17044
33,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 54586
46,  Local-gov,  11th,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 196987
59,  ?,  Bachelors,  Married-civ-spouse,  ?,  White,  Male,  United-States, 156280
38,  Federal-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 188990
65,  Private,  11th,  Widowed,  Other-service,  Other,  Male,  United-States, 57106
40,  Private,  Assoc-voc,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 49954
42,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 87982
26,  Self-emp-not-inc,  9th,  Married-civ-spouse,  Craft-repair,  White,  Male,  Portugal, 82570
36,  Private,  10th,  Married-civ-spouse,  Other-service,  White,  Female,  United-States, 98894
62,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 199806
43,  Private,  Bachelors,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 191824
43,  Private,  Bachelors,  Divorced,  Exec-managerial,  White,  Male,  United-States, 113681
22,  Private,  HS-grad,  Married-spouse-absent,  Sales,  White,  Male,  United-States, 107512
28,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 70994
56,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 50116
22,  Private,  Assoc-acdm,  Never-married,  Sales,  White,  Female,  United-States, 134727
57,  Private,  Bachelors,  Divorced,  Exec-managerial,  White,  Female,  United-States, 142046
39,  Private,  HS-grad,  Divorced,  Sales,  White,  Female,  United-States, 57886
26,  Federal-gov,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 51774
17,  Private,  11th,  Never-married,  Other-service,  White,  Male,  United-States, 37368
40,  State-gov,  Assoc-voc,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 109566
45,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Black,  Male,  United-States, 118445
44,  Private,  HS-grad,  Never-married,  Craft-repair,  Black,  Male,  United-States, 192137
20,  Local-gov,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 67312
33,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Female,  United-States, 37651
23,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 157752
46,  Self-emp-not-inc,  Masters,  Divorced,  Exec-managerial,  White,  Male,  United-States, 93716
38,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 45711
54,  Private,  HS-grad,  Divorced,  Transport-moving,  White,  Male,  United-States, 81461
46,  Private,  5th-6th,  Divorced,  Craft-repair,  White,  Female,  United-States, 76442
25,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 193344
46,  Private,  Some-college,  Divorced,  Sales,  White,  Female,  United-States, 177516
36,  Local-gov,  Some-college,  Married-civ-spouse,  Transport-moving,  White,  Female,  United-States, 184470
23,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 172505
29,  Private,  HS-grad,  Separated,  Machine-op-inspct,  White,  Male,  United-States, 150915
44,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 95828
19,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 187720
19,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 137637
35,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Female,  United-States, 150773
27,  Private,  Bachelors,  Never-married,  Craft-repair,  White,  Male,  United-States, 102987
46,  Self-emp-not-inc,  Assoc-acdm,  Separated,  Craft-repair,  White,  Male,  United-States, 10302
34,  State-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  ?, 168635
34,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 109885
44,  Private,  Some-college,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 120417
45,  Private,  Some-college,  Divorced,  Handlers-cleaners,  White,  Female,  United-States, 44138
20,  ?,  HS-grad,  Never-married,  ?,  White,  Female,  United-States, 151564
25,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 175111
52,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 85347
20,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 178132
28,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 199955
50,  State-gov,  Bachelors,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 153671
34,  Private,  Assoc-voc,  Divorced,  Tech-support,  White,  Female,  United-States, 55011
28,  Private,  7th-8th,  Married-civ-spouse,  Handlers-cleaners,  Other,  Male,  Puerto-Rico, 159402
41,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 112563
28,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 182065
46,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 188045
28,  ?,  Some-college,  Married-civ-spouse,  ?,  White,  Female,  United-States, 191550
32,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 187227
41,  Local-gov,  Some-college,  Divorced,  Other-service,  Black,  Female,  United-States, 120431
24,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Female,  United-States, 127055
33,  Private,  Some-college,  Divorced,  Exec-managerial,  White,  Female,  United-States, 95431
46,  Private,  Doctorate,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 160979
31,  State-gov,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 101135
35,  Private,  12th,  Divorced,  Craft-repair,  White,  Male,  United-States, 179927
52,  Private,  1st-4th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  Mexico, 127760
30,  Private,  11th,  Never-married,  Other-service,  White,  Female,  United-States, 128119
34,  Local-gov,  11th,  Separated,  Machine-op-inspct,  Black,  Male,  United-States, 61304
34,  State-gov,  HS-grad,  Divorced,  Transport-moving,  White,  Female,  United-States, 159829
20,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 76016
17,  Private,  11th,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 66682
32,  State-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 98746
29,  Private,  HS-grad,  Divorced,  Farming-fishing,  White,  Male,  United-States, 181874
33,  Private,  10th,  Never-married,  Craft-repair,  White,  Female,  United-States, 185792
25,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 44651
36,  Federal-gov,  Masters,  Never-married,  Prof-specialty,  White,  Male,  United-States, 129195
23,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  Dominican-Republic, 166951
63,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 91928
47,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 112739
80,  ?,  HS-grad,  Widowed,  ?,  White,  Male,  United-States, 108673
17,  ?,  11th,  Never-married,  ?,  White,  Male,  United-States, 89631
40,  Self-emp-not-inc,  Bachelors,  Married-spouse-absent,  Prof-specialty,  White,  Female,  United-States, 42084
30,  Private,  Assoc-acdm,  Married-civ-spouse,  Other-service,  White,  Female,  United-States, 61551
27,  Private,  Some-college,  Never-married,  Craft-repair,  Asian-Pac-Islander,  Male,  Philippines, 106000
33,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 132946
34,  Local-gov,  HS-grad,  Never-married,  Farming-fishing,  Black,  Male,  United-States, 42626
34,  Local-gov,  Some-college,  Never-married,  Protective-serv,  White,  Female,  United-States, 72190
23,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 15587
42,  Local-gov,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 123261
29,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 19688
45,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 14362
24,  Federal-gov,  HS-grad,  Never-married,  Armed-Forces,  White,  Male,  United-States, 101754
44,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 180795
27,  Private,  9th,  Never-married,  Craft-repair,  White,  Male,  Mexico, 157589
20,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 50701
44,  Private,  HS-grad,  Widowed,  Exec-managerial,  Black,  Female,  United-States, 115580
51,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Amer-Indian-Eskimo,  Male,  United-States, 142037
20,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 175803
17,  ?,  11th,  Never-married,  ?,  White,  Female,  United-States, 88597
19,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Black,  Female,  United-States, 49338
45,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 92124
60,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 149915
42,  Private,  Assoc-acdm,  Married-civ-spouse,  Exec-managerial,  Black,  Male,  ?, 152912
44,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Female,  United-States, 176513
40,  Private,  Assoc-voc,  Married-civ-spouse,  Machine-op-inspct,  Asian-Pac-Islander,  Male,  United-States, 44341
30,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 83393
38,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  Black,  Male,  United-States, 130050
23,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 77398
32,  ?,  Some-college,  Married-civ-spouse,  ?,  White,  Male,  United-States, 102527
44,  Private,  Assoc-acdm,  Never-married,  Farming-fishing,  White,  Male,  United-States, 143715
54,  Local-gov,  HS-grad,  Married-civ-spouse,  Transport-moving,  Black,  Male,  United-States, 110299
32,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 31169
50,  Private,  1st-4th,  Married-spouse-absent,  Craft-repair,  White,  Male,  United-States, 192106
24,  Private,  Bachelors,  Never-married,  Tech-support,  White,  Female,  United-States, 15454
