20 - 26, *, pre-primary, married, *, *, *, *, 9363
31 - 37, non-government, 10th, married, *, *, male, *, 45447
31 - 37, non-government, 10th, married, *, *, male, *, 61878
31 - 37, non-government, 10th, married, *, *, male, *, 70652
31 - 37, non-government, 10th, married, *, *, male, *, 34297
18 - 26, non-government, 11th, married, *, *, male, *, 41750
18 - 26, non-government, 11th, married, *, *, male, *, 33716
18 - 26, non-government, 11th, married, *, *, male, *, 77789
18 - 26, non-government, 11th, married, *, *, male, *, 79272
18 - 26, non-government, 11th, married, *, *, male, *, 72471
18 - 26, non-government, 11th, married, *, *, male, *, 41418
18 - 26, non-government, 11th, married, *, *, male, *, 49040
18 - 26, non-government, 11th, married, *, *, male, *, 65575
18 - 26, non-government, 11th, married, *, *, male, *, 71630
18 - 26, non-government, 11th, married, *, *, male, *, 52593
18 - 26, non-government, 11th, married, *, *, male, *, 36730
18 - 26, non-government, 11th, married, *, *, male, *, 53723
18 - 26, non-government, 11th, married, *, *, male, *, 49198
18 - 26, non-government, 11th, married, *, *, male, *, 58545
18 - 26, non-government, 11th, married, *, *, male, *, 30943
18 - 26, non-government, 11th, married, *, *, male, *, 55918
18 - 26, non-government, 11th, married, *, *, male, *, 35888
18 - 26, non-government, 11th, married, *, *, male, *, 52655
18 - 26, non-government, 11th, married, *, *, male, *, 68585
18 - 26, non-government, 11th, married, *, *, male, *, 70165
18 - 26, non-government, 11th, married, *, *, male, *, 52669
18 - 26, non-government, 11th, married, *, *, male, *, 66087
18 - 26, non-government, 11th, married, *, *, male, *, 37763
18 - 26, non-government, 11th, married, *, *, male, *, 49930
18 - 26, non-government, 11th, married, *, *, male, *, 71041
18 - 26, non-government, 11th, married, *, *, male, *, 55276
18 - 26, non-government, 11th, married, *, *, male, *, 55564
18 - 26, non-government, 11th, married, *, *, male, *, 44702
18 - 26, non-government, 11th, married, *, *, male, *, 70637
18 - 26, non-government, 11th, married, *, *, male, *, 48152
18 - 26, non-government, 11th, married, *, *, male, *, 69482
18 - 26, non-government, 11th, married, *, *, male, *, 79572
18 - 26, non-government, 11th, married, *, *, male, *, 65806
18 - 26, non-government, 11th, married, *, *, male, *, 40855
18 - 26, non-government, 11th, married, *, *, male, *, 70351
18 - 26, non-government, 11th, married, *, *, male, *, 61225
18 - 26, non-government, 11th, married, *, *, male, *, 77061
18 - 26, non-government, 11th, married, *, *, male, *, 56495
18 - 26, non-government, 11th, married, *, *, male, *, 61918
18 - 26, non-government, 11th, married, *, *, male, *, 44283
18 - 26, non-government, 11th, married, *, *, male, *, 78999
18 - 26, non-government, 11th, married, *, *, male, *, 52112
18 - 26, non-government, 11th, married, *, *, male, *, 36343
18 - 26, non-government, 11th, married, *, *, male, *, 59480
18 - 26, non-government, 11th, married, *, *, male, *, 32373
18 - 26, non-government, 11th, married, *, *, male, *, 55785
18 - 26, non-government, 11th, married, *, *, male, *, 56932
18 - 26, non-government, 11th, married, *, *, male, *, 42398
27 - 30, non-government, 11th, married, *, *, male, *, 70157
27 - 30, non-government, 11th, married, *, *, male, *, 35359
27 - 30, non-government, 11th, married, *, *, male, *, 32122
27 - 30, non-government, 11th, married, *, *, male, *, 52832
27 - 30, non-government, 11th, married, *, *, male, *, 63811
27 - 30, non-government, 11th, married, *, *, male, *, 65726
27 - 30, non-government, 11th, married, *, *, male, *, 41680
27 - 30, non-government, 11th, married, *, *, male, *, 61491
27 - 30, non-government, 11th, married, *, *, male, *, 50216
27 - 30, non-government, 11th, married, *, *, male, *, 77306
27 - 30, non-government, 11th, married, *, *, male, *, 45902
27 - 30, non-government, 11th, married, *, *, male, *, 36413
27 - 30, non-government, 11th, married, *, *, male, *, 52513
27 - 30, non-government, 11th, married, *, *, male, *, 32802
27 - 30, non-government, 11th, married, *, *, male, *, 60737
27 - 30, non-government, 11th, married, *, *, male, *, 31099
27 - 30, non-government, 11th, married, *, *, male, *, 31029
27 - 30, non-government, 11th, married, *, *, male, *, 79425
27 - 30, non-government, 11th, married, *, *, male, *, 52333
27 - 30, non-government, 11th, married, *, *, male, *, 30886
27 - 30, non-government, 11th, married, *, *, male, *, 71335
27 - 30, non-government, 11th, married, *, *, male, *, 37117
27 - 30, non-government, 11th, married, *, *, male, *, 63567
27 - 30, non-government, 11th, married, *, *, male, *, 41592
27 - 30, non-government, 11th, married, *, *, male, *, 67881
27 - 30, non-government, 11th, married, *, *, male, *, 73309
27 - 30, non-government, 11th, married, *, *, male, *, 61135
27 - 30, non-government, 11th, married, *, *, male, *, 42629
27 - 30, non-government, 11th, married, *, *, male, *, 60100
27 - 30, non-government, 11th, married, *, *, male, *, 57147
27 - 30, non-government, 11th, married, *, *, male, *, 72311
27 - 30, non-government, 11th, married, *, *, male, *, 72800
27 - 30, non-government, 11th, married, *, *, male, *, 42592
27 - 30, non-government, 11th, married, *, *, male, *, 78862
27 - 30, non-government, 11th, married, *, *, male, *, 44263
27 - 30, non-government, 11th, married, *, *, male, *, 49141
27 - 30, non-government, 11th, married, *, *, male, *, 41400
27 - 30, non-government, 11th, married, *, *, male, *, 32330
31 - 35, non-government, 11th, married, *, *, male, *, 54706
31 - 35, non-government, 11th, married, *, *, male, *, 37457
31 - 35, non-government, 11th, married, *, *, male, *, 51202
31 - 35, non-government, 11th, married, *, *, male, *, 72697
31 - 35, non-government, 11th, married, *, *, male, *, 65508
31 - 35, non-government, 11th, married, *, *, male, *, 52491
31 - 35, non-government, 11th, married, *, *, male, *, 55867
31 - 35, non-government, 11th, married, *, *, male, *, 73350
31 - 35, non-government, 11th, married, *, *, male, *, 78277
31 - 35, non-government, 11th, married, *, *, male, *, 47950
31 - 35, non-government, 11th, married, *, *, male, *, 71442
31 - 35, non-government, 11th, married, *, *, male, *, 60229
31 - 35, non-government, 11th, married, *, *, male, *, 54756
31 - 35, non-government, 11th, married, *, *, male, *, 47224
31 - 35, non-government, 11th, married, *, *, male, *, 59265
31 - 35, non-government, 11th, married, *, *, male, *, 70544
31 - 35, non-government, 11th, married, *, *, male, *, 41879
31 - 35, non-government, 11th, married, *, *, male, *, 72574
31 - 35, non-government, 11th, married, *, *, male, *, 41349
31 - 35, non-government, 11th, married, *, *, male, *, 34582
31 - 35, non-government, 11th, married, *, *, male, *, 77416
31 - 35, non-government, 11th, married, *, *, male, *, 47320
31 - 35, non-government, 11th, married, *, *, male, *, 46376
31 - 35, non-government, 11th, married, *, *, male, *, 62128
31 - 35, non-government, 11th, married, *, *, male, *, 73678
31 - 35, non-government, 11th, married, *, *, male, *, 33980
31 - 35, non-government, 11th, married, *, *, male, *, 55447
31 - 35, non-government, 11th, married, *, *, male, *, 75281
31 - 35, non-government, 11th, married, *, *, male, *, 33816
31 - 35, non-government, 11th, married, *, *, male, *, 53939
31 - 35, non-government, 11th, married, *, *, male, *, 41807
31 - 35, non-government, 11th, married, *, *, male, *, 51012
31 - 35, non-government, 11th, married, *, *, male, *, 65840
31 - 35, non-government, 11th, married, *, *, male, *, 68844
31 - 35, non-government, 11th, married, *, *, male, *, 48535
31 - 35, non-government, 11th, married, *, *, male, *, 53306
31 - 35, non-government, 11th, married, *, *, male, *, 41203
31 - 35, non-government, 11th, married, *, *, male, *, 74669
31 - 35, non-government, 11th, married, *, *, male, *, 46563
31 - 35, non-government, 11th, married, *, *, male, *, 38679
31 - 35, non-government, 11th, married, *, *, male, *, 57373
31 - 35, non-government, 11th, married, *, *, male, *, 56393
36 - 37, non-government, 11th, married, *, *, male, *, 33128
36 - 37, non-government, 11th, married, *, *, male, *, 62261
36 - 37, non-government, 11th, married, *, *, male, *, 73497
36 - 37, non-government, 11th, married, *, *, male, *, 36896
36 - 37, non-government, 11th, married, *, *, male, *, 35018
36 - 37, non-government, 11th, married, *, *, male, *, 65448
36 - 37, non-government, 11th, married, *, *, male, *, 78145
36 - 37, non-government, 11th, married, *, *, male, *, 51147
36 - 37, non-government, 11th, married, *, *, male, *, 49227
36 - 37, non-government, 11th, married, *, *, male, *, 60554
36 - 37, non-government, 11th, married, *, *, male, *, 48390
36 - 37, non-government, 11th, married, *, *, male, *, 78811
36 - 37, non-government, 11th, married, *, *, male, *, 53319
36 - 37, non-government, 11th, married, *, *, male, *, 75468
36 - 37, non-government, 11th, married, *, *, male, *, 46420
36 - 37, non-government, 11th, married, *, *, male, *, 76523
36 - 37, non-government, 11th, married, *, *, male, *, 60526
36 - 37, non-government, 11th, married, *, *, male, *, 66014
36 - 37, non-government, 11th, married, *, *, male, *, 62905
36 - 37, non-government, 11th, married, *, *, male, *, 51487
36 - 37, non-government, 11th, married, *, *, male, *, 42504
36 - 37, non-government, 11th, married, *, *, male, *, 52249
36 - 37, non-government, 11th, married, *, *, male, *, 60329
36 - 37, non-government, 11th, married, *, *, male, *, 56331
36 - 37, non-government, 11th, married, *, *, male, *, 44554
21 - 36, non-government, 12th, married, *, *, male, *, 67822
21 - 36, non-government, 12th, married, *, *, male, *, 36528
21 - 36, non-government, 12th, married, *, *, male, *, 76192
21 - 36, non-government, 12th, married, *, *, male, *, 35327
21 - 36, non-government, 12th, married, *, *, male, *, 84828
21 - 36, non-government, 12th, married, *, *, male, *, 66445
21 - 36, non-government, 12th, married, *, *, male, *, 70125
21 - 36, non-government, 12th, married, *, *, male, *, 73059
21 - 36, non-government, 12th, married, *, *, male, *, 52205
21 - 36, non-government, 12th, married, *, *, male, *, 38743
21 - 36, non-government, 12th, married, *, *, male, *, 79183
21 - 36, non-government, 12th, married, *, *, male, *, 37411
21 - 36, non-government, 12th, married, *, *, male, *, 49306
21 - 36, non-government, 12th, married, *, *, male, *, 59326
21 - 36, non-government, 12th, married, *, *, male, *, 84769
21 - 36, non-government, 12th, married, *, *, male, *, 51225
21 - 36, non-government, 12th, married, *, *, male, *, 37343
21 - 36, non-government, 12th, married, *, *, male, *, 55109
21 - 36, non-government, 12th, married, *, *, male, *, 48334
21 - 36, non-government, 12th, married, *, *, male, *, 36197
21 - 36, non-government, 12th, married, *, *, male, *, 89156
21 - 36, non-government, 12th, married, *, *, male, *, 74953
21 - 36, non-government, 12th, married, *, *, male, *, 71820
21 - 36, non-government, 12th, married, *, *, male, *, 50973
21 - 36, non-government, 12th, married, *, *, male, *, 69573
21 - 36, non-government, 12th, married, *, *, male, *, 65206
21 - 36, non-government, 12th, married, *, *, male, *, 37204
21 - 36, non-government, 12th, married, *, *, male, *, 41424
21 - 36, non-government, 12th, married, *, *, male, *, 81420
21 - 36, non-government, 12th, married, *, *, male, *, 58723
21 - 36, non-government, 12th, married, *, *, male, *, 66175
21 - 36, non-government, 12th, married, *, *, male, *, 71032
21 - 36, non-government, 12th, married, *, *, male, *, 70966
21 - 36, non-government, 12th, married, *, *, male, *, 46447
21 - 36, non-government, 12th, married, *, *, male, *, 50794
21 - 36, non-government, 12th, married, *, *, male, *, 46744
21 - 36, non-government, 12th, married, *, *, male, *, 72000
21 - 36, non-government, 12th, married, *, *, male, *, 68270
21 - 36, non-government, 12th, married, *, *, male, *, 72662
17 - 25, non-government, pre-high-school, married, *, *, female, *, 17085
17 - 25, non-government, pre-high-school, married, *, *, female, *, 55185
17 - 25, non-government, pre-high-school, married, *, *, female, *, 86579
17 - 25, non-government, pre-high-school, married, *, *, female, *, 45271
17 - 25, non-government, pre-high-school, married, *, *, female, *, 59539
17 - 25, non-government, pre-high-school, married, *, *, female, *, 55808
17 - 25, non-government, pre-high-school, married, *, *, female, *, 66826
17 - 25, non-government, pre-high-school, married, *, *, female, *, 37252
17 - 25, non-government, pre-high-school, married, *, *, female, *, 79100
17 - 25, non-government, pre-high-school, married, *, *, female, *, 74464
17 - 25, non-government, pre-high-school, married, *, *, female, *, 66323
17 - 25, non-government, pre-high-school, married, *, *, female, *, 70329
17 - 25, non-government, pre-high-school, married, *, *, female, *, 67986
17 - 25, non-government, pre-high-school, married, *, *, female, *, 74445
17 - 25, non-government, pre-high-school, married, *, *, female, *, 49550
17 - 25, non-government, pre-high-school, married, *, *, female, *, 42228
17 - 25, non-government, pre-high-school, married, *, *, female, *, 55449
17 - 25, non-government, pre-high-school, married, *, *, female, *, 48466
17 - 25, non-government, pre-high-school, married, *, *, female, *, 89450
17 - 25, non-government, pre-high-school, married, *, *, female, *, 38119
17 - 25, non-government, pre-high-school, married, *, *, female, *, 39218
17 - 25, non-government, pre-high-school, married, *, *, female, *, 63027
17 - 25, non-government, pre-high-school, married, *, *, female, *, 54970
17 - 25, non-government, pre-high-school, married, *, *, female, *, 42303
17 - 25, non-government, pre-high-school, married, *, *, female, *, 66049
17 - 25, non-government, pre-high-school, married, *, *, female, *, 22008
17 - 25, non-government, pre-high-school, married, *, *, female, *, 47130
26 - 29, non-government, pre-high-school, married, *, *, female, *, 48434
26 - 29, non-government, pre-high-school, married, *, *, female, *, 65399
26 - 29, non-government, pre-high-school, married, *, *, female, *, 44863
26 - 29, non-government, pre-high-school, married, *, *, female, *, 57418
26 - 29, non-government, pre-high-school, married, *, *, female, *, 37884
26 - 29, non-government, pre-high-school, married, *, *, female, *, 50235
26 - 29, non-government, pre-high-school, married, *, *, female, *, 40247
26 - 29, non-government, pre-high-school, married, *, *, female, *, 42316
26 - 29, non-government, pre-high-school, married, *, *, female, *, 73163
26 - 29, non-government, pre-high-school, married, *, *, female, *, 33203
26 - 29, non-government, pre-high-school, married, *, *, female, *, 34426
26 - 29, non-government, pre-high-school, married, *, *, female, *, 61713
26 - 29, non-government, pre-high-school, married, *, *, female, *, 57065
26 - 29, non-government, pre-high-school, married, *, *, female, *, 65950
26 - 29, non-government, pre-high-school, married, *, *, female, *, 31406
26 - 29, non-government, pre-high-school, married, *, *, female, *, 20039
26 - 29, non-government, pre-high-school, married, *, *, female, *, 62955
26 - 29, non-government, pre-high-school, married, *, *, female, *, 49158
26 - 29, non-government, pre-high-school, married, *, *, female, *, 66104
26 - 29, non-government, pre-high-school, married, *, *, female, *, 61039
26 - 29, non-government, pre-high-school, married, *, *, female, *, 24170
26 - 29, non-government, pre-high-school, married, *, *, female, *, 79482
26 - 29, non-government, pre-high-school, married, *, *, female, *, 48168
26 - 29, non-government, pre-high-school, married, *, *, female, *, 65154
26 - 29, non-government, pre-high-school, married, *, *, female, *, 46682
30 - 37, non-government, pre-high-school, married, *, *, female, *, 45589
30 - 37, non-government, pre-high-school, married, *, *, female, *, 48767
30 - 37, non-government, pre-high-school, married, *, *, female, *, 68365
30 - 37, non-government, pre-high-school, married, *, *, female, *, 52608
30 - 37, non-government, pre-high-school, married, *, *, female, *, 41026
