20 - 37, *, pre-primary, married, *, *, *, *, 8828
31 - 32, *, pre-high-school, married, *, *, male, *, 47950
31 - 32, *, pre-high-school, married, *, *, male, *, 10305
31 - 32, *, pre-high-school, married, *, *, male, *, 65054
31 - 32, *, pre-high-school, married, *, *, male, *, 41590
31 - 32, *, pre-high-school, married, *, *, male, *, 19167
31 - 32, *, pre-high-school, married, *, *, male, *, 67995
31 - 32, *, pre-high-school, married, *, *, male, *, 71820
31 - 32, *, pre-high-school, married, *, *, male, *, 35680
31 - 32, *, pre-high-school, married, *, *, male, *, 42268
31 - 32, *, pre-high-school, married, *, *, male, *, 41349
31 - 32, *, pre-high-school, married, *, *, male, *, 34582
31 - 32, *, pre-high-school, married, *, *, male, *, 47320
31 - 32, *, pre-high-school, married, *, *, male, *, 56318
31 - 32, *, pre-high-school, married, *, *, male, *, 40138
31 - 32, *, pre-high-school, married, *, *, male, *, 33980
31 - 32, *, pre-high-school, married, *, *, male, *, 51517
31 - 32, *, pre-high-school, married, *, *, male, *, 30907
31 - 32, *, pre-high-school, married, *, *, male, *, 21266
31 - 32, *, pre-high-school, married, *, *, male, *, 65544
31 - 32, *, pre-high-school, married, *, *, male, *, 65206
31 - 32, *, pre-high-school, married, *, *, male, *, 57935
31 - 32, *, pre-high-school, married, *, *, male, *, 57088
31 - 32, *, pre-high-school, married, *, *, male, *, 33816
31 - 32, *, pre-high-school, married, *, *, male, *, 72815
31 - 32, *, pre-high-school, married, *, *, male, *, 18450
31 - 32, *, pre-high-school, married, *, *, male, *, 41424
31 - 32, *, pre-high-school, married, *, *, male, *, 25691
31 - 32, *, pre-high-school, married, *, *, male, *, 44162
31 - 32, *, pre-high-school, married, *, *, male, *, 55838
31 - 32, *, pre-high-school, married, *, *, male, *, 65840
31 - 32, *, pre-high-school, married, *, *, male, *, 24811
31 - 32, *, pre-high-school, married, *, *, male, *, 14336
31 - 32, *, pre-high-school, married, *, *, male, *, 62684
31 - 32, *, pre-high-school, married, *, *, male, *, 70966
31 - 32, *, pre-high-school, married, *, *, male, *, 38203
31 - 32, *, pre-high-school, married, *, *, male, *, 64518
31 - 32, *, pre-high-school, married, *, *, male, *, 72000
31 - 32, *, pre-high-school, married, *, *, male, *, 45447
31 - 32, *, pre-high-school, married, *, *, male, *, 66619
31 - 32, *, pre-high-school, married, *, *, male, *, 70652
31 - 32, *, pre-high-school, married, *, *, male, *, 34297
33 - 34, *, pre-high-school, married, *, *, male, *, 25844
33 - 34, *, pre-high-school, married, *, *, male, *, 54706
33 - 34, *, pre-high-school, married, *, *, male, *, 36528
33 - 34, *, pre-high-school, married, *, *, male, *, 31942
33 - 34, *, pre-high-school, married, *, *, male, *, 66445
33 - 34, *, pre-high-school, married, *, *, male, *, 26829
33 - 34, *, pre-high-school, married, *, *, male, *, 57092
33 - 34, *, pre-high-school, married, *, *, male, *, 48035
33 - 34, *, pre-high-school, married, *, *, male, *, 46375
33 - 34, *, pre-high-school, married, *, *, male, *, 52491
33 - 34, *, pre-high-school, married, *, *, male, *, 25164
33 - 34, *, pre-high-school, married, *, *, male, *, 52205
33 - 34, *, pre-high-school, married, *, *, male, *, 49120
33 - 34, *, pre-high-school, married, *, *, male, *, 40070
33 - 34, *, pre-high-school, married, *, *, male, *, 53470
33 - 34, *, pre-high-school, married, *, *, male, *, 72619
33 - 34, *, pre-high-school, married, *, *, male, *, 35599
33 - 34, *, pre-high-school, married, *, *, male, *, 14342
33 - 34, *, pre-high-school, married, *, *, male, *, 74969
33 - 34, *, pre-high-school, married, *, *, male, *, 46233
33 - 34, *, pre-high-school, married, *, *, male, *, 64887
33 - 34, *, pre-high-school, married, *, *, male, *, 54983
33 - 34, *, pre-high-school, married, *, *, male, *, 21288
33 - 34, *, pre-high-school, married, *, *, male, *, 71442
33 - 34, *, pre-high-school, married, *, *, male, *, 60229
33 - 34, *, pre-high-school, married, *, *, male, *, 54756
33 - 34, *, pre-high-school, married, *, *, male, *, 63844
33 - 34, *, pre-high-school, married, *, *, male, *, 59265
33 - 34, *, pre-high-school, married, *, *, male, *, 62030
33 - 34, *, pre-high-school, married, *, *, male, *, 41879
33 - 34, *, pre-high-school, married, *, *, male, *, 52869
33 - 34, *, pre-high-school, married, *, *, male, *, 35609
33 - 34, *, pre-high-school, married, *, *, male, *, 77416
33 - 34, *, pre-high-school, married, *, *, male, *, 46692
33 - 34, *, pre-high-school, married, *, *, male, *, 55698
33 - 34, *, pre-high-school, married, *, *, male, *, 49195
33 - 34, *, pre-high-school, married, *, *, male, *, 55447
33 - 34, *, pre-high-school, married, *, *, male, *, 50369
33 - 34, *, pre-high-school, married, *, *, male, *, 75281
33 - 34, *, pre-high-school, married, *, *, male, *, 58097
33 - 34, *, pre-high-school, married, *, *, male, *, 22588
33 - 34, *, pre-high-school, married, *, *, male, *, 51223
33 - 34, *, pre-high-school, married, *, *, male, *, 23900
33 - 34, *, pre-high-school, married, *, *, male, *, 61093
33 - 34, *, pre-high-school, married, *, *, male, *, 60980
33 - 34, *, pre-high-school, married, *, *, male, *, 53939
33 - 34, *, pre-high-school, married, *, *, male, *, 41807
33 - 34, *, pre-high-school, married, *, *, male, *, 31110
33 - 34, *, pre-high-school, married, *, *, male, *, 51012
33 - 34, *, pre-high-school, married, *, *, male, *, 69472
33 - 34, *, pre-high-school, married, *, *, male, *, 48535
33 - 34, *, pre-high-school, married, *, *, male, *, 71032
33 - 34, *, pre-high-school, married, *, *, male, *, 38679
33 - 34, *, pre-high-school, married, *, *, male, *, 57373
33 - 34, *, pre-high-school, married, *, *, male, *, 56393
33 - 34, *, pre-high-school, married, *, *, male, *, 48295
33 - 34, *, pre-high-school, married, *, *, male, *, 31362
33 - 34, *, pre-high-school, married, *, *, male, *, 17984
35 - 36, *, pre-high-school, married, *, *, male, *, 10695
35 - 36, *, pre-high-school, married, *, *, male, *, 59908
35 - 36, *, pre-high-school, married, *, *, male, *, 52604
35 - 36, *, pre-high-school, married, *, *, male, *, 33845
35 - 36, *, pre-high-school, married, *, *, male, *, 61523
35 - 36, *, pre-high-school, married, *, *, male, *, 55549
35 - 36, *, pre-high-school, married, *, *, male, *, 36630
35 - 36, *, pre-high-school, married, *, *, male, *, 44650
35 - 36, *, pre-high-school, married, *, *, male, *, 27452
35 - 36, *, pre-high-school, married, *, *, male, *, 27159
35 - 36, *, pre-high-school, married, *, *, male, *, 40685
35 - 36, *, pre-high-school, married, *, *, male, *, 23125
35 - 36, *, pre-high-school, married, *, *, male, *, 51174
35 - 36, *, pre-high-school, married, *, *, male, *, 73497
35 - 36, *, pre-high-school, married, *, *, male, *, 27089
35 - 36, *, pre-high-school, married, *, *, male, *, 84769
35 - 36, *, pre-high-school, married, *, *, male, *, 36896
35 - 36, *, pre-high-school, married, *, *, male, *, 44533
35 - 36, *, pre-high-school, married, *, *, male, *, 61966
35 - 36, *, pre-high-school, married, *, *, male, *, 26732
35 - 36, *, pre-high-school, married, *, *, male, *, 65448
35 - 36, *, pre-high-school, married, *, *, male, *, 78145
35 - 36, *, pre-high-school, married, *, *, male, *, 69973
35 - 36, *, pre-high-school, married, *, *, male, *, 36197
35 - 36, *, pre-high-school, married, *, *, male, *, 34363
35 - 36, *, pre-high-school, married, *, *, male, *, 47224
35 - 36, *, pre-high-school, married, *, *, male, *, 51147
35 - 36, *, pre-high-school, married, *, *, male, *, 49227
35 - 36, *, pre-high-school, married, *, *, male, *, 70544
35 - 36, *, pre-high-school, married, *, *, male, *, 56736
35 - 36, *, pre-high-school, married, *, *, male, *, 48390
35 - 36, *, pre-high-school, married, *, *, male, *, 72574
35 - 36, *, pre-high-school, married, *, *, male, *, 25562
35 - 36, *, pre-high-school, married, *, *, male, *, 37857
35 - 36, *, pre-high-school, married, *, *, male, *, 51666
35 - 36, *, pre-high-school, married, *, *, male, *, 73295
35 - 36, *, pre-high-school, married, *, *, male, *, 50973
35 - 36, *, pre-high-school, married, *, *, male, *, 41396
35 - 36, *, pre-high-school, married, *, *, male, *, 31091
35 - 36, *, pre-high-school, married, *, *, male, *, 46376
35 - 36, *, pre-high-school, married, *, *, male, *, 14521
35 - 36, *, pre-high-school, married, *, *, male, *, 56595
35 - 36, *, pre-high-school, married, *, *, male, *, 41192
35 - 36, *, pre-high-school, married, *, *, male, *, 62128
35 - 36, *, pre-high-school, married, *, *, male, *, 73678
35 - 36, *, pre-high-school, married, *, *, male, *, 64520
35 - 36, *, pre-high-school, married, *, *, male, *, 50607
35 - 36, *, pre-high-school, married, *, *, male, *, 71143
35 - 36, *, pre-high-school, married, *, *, male, *, 66059
35 - 36, *, pre-high-school, married, *, *, male, *, 76523
35 - 36, *, pre-high-school, married, *, *, male, *, 21840
35 - 36, *, pre-high-school, married, *, *, male, *, 81420
35 - 36, *, pre-high-school, married, *, *, male, *, 60526
35 - 36, *, pre-high-school, married, *, *, male, *, 28842
35 - 36, *, pre-high-school, married, *, *, male, *, 66014
35 - 36, *, pre-high-school, married, *, *, male, *, 72177
35 - 36, *, pre-high-school, married, *, *, male, *, 66175
35 - 36, *, pre-high-school, married, *, *, male, *, 68844
35 - 36, *, pre-high-school, married, *, *, male, *, 53306
35 - 36, *, pre-high-school, married, *, *, male, *, 41203
35 - 36, *, pre-high-school, married, *, *, male, *, 30116
35 - 36, *, pre-high-school, married, *, *, male, *, 74669
35 - 36, *, pre-high-school, married, *, *, male, *, 50794
35 - 36, *, pre-high-school, married, *, *, male, *, 21165
35 - 36, *, pre-high-school, married, *, *, male, *, 46563
35 - 36, *, pre-high-school, married, *, *, male, *, 51964
35 - 36, *, pre-high-school, married, *, *, male, *, 46330
35 - 36, *, pre-high-school, married, *, *, male, *, 51487
35 - 36, *, pre-high-school, married, *, *, male, *, 60329
35 - 36, *, pre-high-school, married, *, *, male, *, 56331
35 - 36, *, pre-high-school, married, *, *, male, *, 72662
37, *, pre-high-school, married, *, *, male, *, 33128
37, *, pre-high-school, married, *, *, male, *, 62261
37, *, pre-high-school, married, *, *, male, *, 37331
37, *, pre-high-school, married, *, *, male, *, 28098
37, *, pre-high-school, married, *, *, male, *, 43729
37, *, pre-high-school, married, *, *, male, *, 30424
37, *, pre-high-school, married, *, *, male, *, 48943
37, *, pre-high-school, married, *, *, male, *, 68814
37, *, pre-high-school, married, *, *, male, *, 35018
37, *, pre-high-school, married, *, *, male, *, 27880
37, *, pre-high-school, married, *, *, male, *, 38885
37, *, pre-high-school, married, *, *, male, *, 60554
37, *, pre-high-school, married, *, *, male, *, 78811
37, *, pre-high-school, married, *, *, male, *, 53319
37, *, pre-high-school, married, *, *, male, *, 24158
37, *, pre-high-school, married, *, *, male, *, 75468
37, *, pre-high-school, married, *, *, male, *, 49300
37, *, pre-high-school, married, *, *, male, *, 46420
37, *, pre-high-school, married, *, *, male, *, 37564
37, *, pre-high-school, married, *, *, male, *, 62905
37, *, pre-high-school, married, *, *, male, *, 57096
37, *, pre-high-school, married, *, *, male, *, 30480
37, *, pre-high-school, married, *, *, male, *, 61761
37, *, pre-high-school, married, *, *, male, *, 42504
37, *, pre-high-school, married, *, *, male, *, 52249
37, *, pre-high-school, married, *, *, male, *, 61878
37, *, pre-high-school, married, *, *, male, *, 43132
37, *, pre-high-school, married, *, *, male, *, 69220
37, *, pre-high-school, married, *, *, male, *, 44554
17 - 29, *, pre-high-school, married, *, *, female, *, 48434
17 - 29, *, pre-high-school, married, *, *, female, *, 65399
17 - 29, *, pre-high-school, married, *, *, female, *, 17085
17 - 29, *, pre-high-school, married, *, *, female, *, 79766
17 - 29, *, pre-high-school, married, *, *, female, *, 44863
17 - 29, *, pre-high-school, married, *, *, female, *, 57418
17 - 29, *, pre-high-school, married, *, *, female, *, 70668
17 - 29, *, pre-high-school, married, *, *, female, *, 56951
17 - 29, *, pre-high-school, married, *, *, female, *, 37884
17 - 29, *, pre-high-school, married, *, *, female, *, 50235
17 - 29, *, pre-high-school, married, *, *, female, *, 40247
17 - 29, *, pre-high-school, married, *, *, female, *, 55185
17 - 29, *, pre-high-school, married, *, *, female, *, 42316
17 - 29, *, pre-high-school, married, *, *, female, *, 73163
17 - 29, *, pre-high-school, married, *, *, female, *, 86579
17 - 29, *, pre-high-school, married, *, *, female, *, 33203
17 - 29, *, pre-high-school, married, *, *, female, *, 64055
17 - 29, *, pre-high-school, married, *, *, female, *, 72080
17 - 29, *, pre-high-school, married, *, *, female, *, 70375
17 - 29, *, pre-high-school, married, *, *, female, *, 88411
17 - 29, *, pre-high-school, married, *, *, female, *, 63890
17 - 29, *, pre-high-school, married, *, *, female, *, 63307
17 - 29, *, pre-high-school, married, *, *, female, *, 57376
17 - 29, *, pre-high-school, married, *, *, female, *, 62388
17 - 29, *, pre-high-school, married, *, *, female, *, 21563
17 - 29, *, pre-high-school, married, *, *, female, *, 64230
17 - 29, *, pre-high-school, married, *, *, female, *, 44794
17 - 29, *, pre-high-school, married, *, *, female, *, 57097
17 - 29, *, pre-high-school, married, *, *, female, *, 45271
17 - 29, *, pre-high-school, married, *, *, female, *, 34426
17 - 29, *, pre-high-school, married, *, *, female, *, 59539
17 - 29, *, pre-high-school, married, *, *, female, *, 61713
17 - 29, *, pre-high-school, married, *, *, female, *, 57065
17 - 29, *, pre-high-school, married, *, *, female, *, 65950
17 - 29, *, pre-high-school, married, *, *, female, *, 31406
17 - 29, *, pre-high-school, married, *, *, female, *, 55808
17 - 29, *, pre-high-school, married, *, *, female, *, 66826
17 - 29, *, pre-high-school, married, *, *, female, *, 20039
17 - 29, *, pre-high-school, married, *, *, female, *, 37252
17 - 29, *, pre-high-school, married, *, *, female, *, 79100
17 - 29, *, pre-high-school, married, *, *, female, *, 74464
17 - 29, *, pre-high-school, married, *, *, female, *, 66323
17 - 29, *, pre-high-school, married, *, *, female, *, 70329
17 - 29, *, pre-high-school, married, *, *, female, *, 67986
17 - 29, *, pre-high-school, married, *, *, female, *, 74445
17 - 29, *, pre-high-school, married, *, *, female, *, 49550
17 - 29, *, pre-high-school, married, *, *, female, *, 62955
17 - 29, *, pre-high-school, married, *, *, female, *, 49158
17 - 29, *, pre-high-school, married, *, *, female, *, 66104
17 - 29, *, pre-high-school, married, *, *, female, *, 61039
17 - 29, *, pre-high-school, married, *, *, female, *, 24170
17 - 29, *, pre-high-school, married, *, *, female, *, 42228
17 - 29, *, pre-high-school, married, *, *, female, *, 79482
17 - 29, *, pre-high-school, married, *, *, female, *, 55449
17 - 29, *, pre-high-school, married, *, *, female, *, 48466
17 - 29, *, pre-high-school, married, *, *, female, *, 35808
17 - 29, *, pre-high-school, married, *, *, female, *, 89450
17 - 29, *, pre-high-school, married, *, *, female, *, 38119
17 - 29, *, pre-high-school, married, *, *, female, *, 48168
17 - 29, *, pre-high-school, married, *, *, female, *, 65154
17 - 29, *, pre-high-school, married, *, *, female, *, 39218
17 - 29, *, pre-high-school, married, *, *, female, *, 63027
17 - 29, *, pre-high-school, married, *, *, female, *, 54970
17 - 29, *, pre-high-school, married, *, *, female, *, 42303
17 - 29, *, pre-high-school, married, *, *, female, *, 46682
17 - 29, *, pre-high-school, married, *, *, female, *, 66049
17 - 29, *, pre-high-school, married, *, *, female, *, 22008
17 - 29, *, pre-high-school, married, *, *, female, *, 47130
30 - 37, *, pre-high-school, married, *, *, female, *, 45589
30 - 37, *, pre-high-school, married, *, *, female, *, 48767
30 - 37, *, pre-high-school, married, *, *, female, *, 68365
30 - 37, *, pre-high-school, married, *, *, female, *, 52608
30 - 37, *, pre-high-school, married, *, *, female, *, 41026
30 - 37, *, pre-high-school, married, *, *, female, *, 21166
30 - 37, *, pre-high-school, married, *, *, female, *, 51432
30 - 37, *, pre-high-school, married, *, *, female, *, 50761
30 - 37, *, pre-high-school, married, *, *, female, *, 27277
30 - 37, *, pre-high-school, married, *, *, female, *, 50548
30 - 37, *, pre-high-school, married, *, *, female, *, 22420
30 - 37, *, pre-high-school, married, *, *, female, *, 55890
30 - 37, *, pre-high-school, married, *, *, female, *, 33582
30 - 37, *, pre-high-school, married, *, *, female, *, 55836
30 - 37, *, pre-high-school, married, *, *, female, *, 37525
30 - 37, *, pre-high-school, married, *, *, female, *, 64084
30 - 37, *, pre-high-school, married, *, *, female, *, 64377
30 - 37, *, pre-high-school, married, *, *, female, *, 43319
30 - 37, *, pre-high-school, married, *, *, female, *, 56087
30 - 37, *, pre-high-school, married, *, *, female, *, 71014
30 - 37, *, pre-high-school, married, *, *, female, *, 65712
30 - 37, *, pre-high-school, married, *, *, female, *, 16071
30 - 37, *, pre-high-school, married, *, *, female, *, 78967
30 - 37, *, pre-high-school, married, *, *, female, *, 73040
30 - 37, *, pre-high-school, married, *, *, female, *, 60438
30 - 37, *, pre-high-school, married, *, *, female, *, 61681
30 - 37, *, pre-high-school, married, *, *, female, *, 26019
30 - 37, *, pre-high-school, married, *, *, female, *, 45795
30 - 37, *, pre-high-school, married, *, *, female, *, 20383
30 - 37, *, pre-high-school, married, *, *, female, *, 55663
30 - 37, *, pre-high-school, married, *, *, female, *, 54714
