17 - 27, *, pre-primary, *, *, *, *, *, 9010
31 - 34, *, pre-high-school, married, *, *, male, *, 35599
31 - 34, *, pre-high-school, married, *, *, male, *, 14342
31 - 34, *, pre-high-school, married, *, *, male, *, 74969
31 - 34, *, pre-high-school, married, *, *, male, *, 49306
31 - 34, *, pre-high-school, married, *, *, male, *, 42183
31 - 34, *, pre-high-school, married, *, *, male, *, 31848
31 - 34, *, pre-high-school, married, *, *, male, *, 44419
31 - 34, *, pre-high-school, married, *, *, male, *, 46233
31 - 34, *, pre-high-school, married, *, *, male, *, 64887
31 - 34, *, pre-high-school, married, *, *, male, *, 43929
31 - 34, *, pre-high-school, married, *, *, male, *, 54983
31 - 34, *, pre-high-school, married, *, *, male, *, 73350
31 - 34, *, pre-high-school, married, *, *, male, *, 60166
31 - 34, *, pre-high-school, married, *, *, male, *, 78277
31 - 34, *, pre-high-school, married, *, *, male, *, 21288
31 - 34, *, pre-high-school, married, *, *, male, *, 47950
31 - 34, *, pre-high-school, married, *, *, male, *, 10305
31 - 34, *, pre-high-school, married, *, *, male, *, 65054
31 - 34, *, pre-high-school, married, *, *, male, *, 71442
31 - 34, *, pre-high-school, married, *, *, male, *, 41590
31 - 34, *, pre-high-school, married, *, *, male, *, 19167
31 - 34, *, pre-high-school, married, *, *, male, *, 60229
31 - 34, *, pre-high-school, married, *, *, male, *, 54756
31 - 34, *, pre-high-school, married, *, *, male, *, 63844
31 - 34, *, pre-high-school, married, *, *, male, *, 67995
31 - 34, *, pre-high-school, married, *, *, male, *, 59265
31 - 34, *, pre-high-school, married, *, *, male, *, 71820
31 - 34, *, pre-high-school, married, *, *, male, *, 35680
31 - 34, *, pre-high-school, married, *, *, male, *, 62030
31 - 34, *, pre-high-school, married, *, *, male, *, 41879
31 - 34, *, pre-high-school, married, *, *, male, *, 52869
31 - 34, *, pre-high-school, married, *, *, male, *, 35609
31 - 34, *, pre-high-school, married, *, *, male, *, 42268
31 - 34, *, pre-high-school, married, *, *, male, *, 41349
31 - 34, *, pre-high-school, married, *, *, male, *, 34582
31 - 34, *, pre-high-school, married, *, *, male, *, 77416
31 - 34, *, pre-high-school, married, *, *, male, *, 47320
31 - 34, *, pre-high-school, married, *, *, male, *, 56318
31 - 34, *, pre-high-school, married, *, *, male, *, 40138
31 - 34, *, pre-high-school, married, *, *, male, *, 46692
31 - 34, *, pre-high-school, married, *, *, male, *, 55698
31 - 34, *, pre-high-school, married, *, *, male, *, 49195
31 - 34, *, pre-high-school, married, *, *, male, *, 33980
31 - 34, *, pre-high-school, married, *, *, male, *, 51517
31 - 34, *, pre-high-school, married, *, *, male, *, 30907
31 - 34, *, pre-high-school, married, *, *, male, *, 21266
31 - 34, *, pre-high-school, married, *, *, male, *, 55447
31 - 34, *, pre-high-school, married, *, *, male, *, 50369
31 - 34, *, pre-high-school, married, *, *, male, *, 75281
31 - 34, *, pre-high-school, married, *, *, male, *, 65544
31 - 34, *, pre-high-school, married, *, *, male, *, 65206
31 - 34, *, pre-high-school, married, *, *, male, *, 58097
31 - 34, *, pre-high-school, married, *, *, male, *, 22588
31 - 34, *, pre-high-school, married, *, *, male, *, 57935
31 - 34, *, pre-high-school, married, *, *, male, *, 57088
31 - 34, *, pre-high-school, married, *, *, male, *, 51223
31 - 34, *, pre-high-school, married, *, *, male, *, 33816
31 - 34, *, pre-high-school, married, *, *, male, *, 72815
31 - 34, *, pre-high-school, married, *, *, male, *, 23900
31 - 34, *, pre-high-school, married, *, *, male, *, 18450
31 - 34, *, pre-high-school, married, *, *, male, *, 61093
31 - 34, *, pre-high-school, married, *, *, male, *, 60980
31 - 34, *, pre-high-school, married, *, *, male, *, 53939
31 - 34, *, pre-high-school, married, *, *, male, *, 41807
31 - 34, *, pre-high-school, married, *, *, male, *, 31110
31 - 34, *, pre-high-school, married, *, *, male, *, 51012
31 - 34, *, pre-high-school, married, *, *, male, *, 41424
31 - 34, *, pre-high-school, married, *, *, male, *, 25691
31 - 34, *, pre-high-school, married, *, *, male, *, 44162
31 - 34, *, pre-high-school, married, *, *, male, *, 55838
31 - 34, *, pre-high-school, married, *, *, male, *, 65840
31 - 34, *, pre-high-school, married, *, *, male, *, 24811
31 - 34, *, pre-high-school, married, *, *, male, *, 69472
31 - 34, *, pre-high-school, married, *, *, male, *, 48535
31 - 34, *, pre-high-school, married, *, *, male, *, 14336
31 - 34, *, pre-high-school, married, *, *, male, *, 71032
31 - 34, *, pre-high-school, married, *, *, male, *, 62684
31 - 34, *, pre-high-school, married, *, *, male, *, 70966
31 - 34, *, pre-high-school, married, *, *, male, *, 38203
31 - 34, *, pre-high-school, married, *, *, male, *, 64518
31 - 34, *, pre-high-school, married, *, *, male, *, 72000
31 - 34, *, pre-high-school, married, *, *, male, *, 38679
31 - 34, *, pre-high-school, married, *, *, male, *, 57373
31 - 34, *, pre-high-school, married, *, *, male, *, 56393
31 - 34, *, pre-high-school, married, *, *, male, *, 48295
31 - 34, *, pre-high-school, married, *, *, male, *, 45447
31 - 34, *, pre-high-school, married, *, *, male, *, 31362
31 - 34, *, pre-high-school, married, *, *, male, *, 17984
31 - 34, *, pre-high-school, married, *, *, male, *, 66619
31 - 34, *, pre-high-school, married, *, *, male, *, 70652
31 - 34, *, pre-high-school, married, *, *, male, *, 34297
35 - 37, *, pre-high-school, married, *, *, male, *, 10695
35 - 37, *, pre-high-school, married, *, *, male, *, 33128
35 - 37, *, pre-high-school, married, *, *, male, *, 59908
35 - 37, *, pre-high-school, married, *, *, male, *, 62261
35 - 37, *, pre-high-school, married, *, *, male, *, 52604
35 - 37, *, pre-high-school, married, *, *, male, *, 33845
35 - 37, *, pre-high-school, married, *, *, male, *, 61523
35 - 37, *, pre-high-school, married, *, *, male, *, 55549
35 - 37, *, pre-high-school, married, *, *, male, *, 37331
35 - 37, *, pre-high-school, married, *, *, male, *, 36630
35 - 37, *, pre-high-school, married, *, *, male, *, 28098
35 - 37, *, pre-high-school, married, *, *, male, *, 44650
35 - 37, *, pre-high-school, married, *, *, male, *, 27452
35 - 37, *, pre-high-school, married, *, *, male, *, 43729
35 - 37, *, pre-high-school, married, *, *, male, *, 27159
35 - 37, *, pre-high-school, married, *, *, male, *, 40685
35 - 37, *, pre-high-school, married, *, *, male, *, 23125
35 - 37, *, pre-high-school, married, *, *, male, *, 51174
35 - 37, *, pre-high-school, married, *, *, male, *, 73497
35 - 37, *, pre-high-school, married, *, *, male, *, 27089
35 - 37, *, pre-high-school, married, *, *, male, *, 30424
35 - 37, *, pre-high-school, married, *, *, male, *, 84769
35 - 37, *, pre-high-school, married, *, *, male, *, 48943
35 - 37, *, pre-high-school, married, *, *, male, *, 36896
35 - 37, *, pre-high-school, married, *, *, male, *, 68814
35 - 37, *, pre-high-school, married, *, *, male, *, 35018
35 - 37, *, pre-high-school, married, *, *, male, *, 44533
35 - 37, *, pre-high-school, married, *, *, male, *, 61966
35 - 37, *, pre-high-school, married, *, *, male, *, 26732
35 - 37, *, pre-high-school, married, *, *, male, *, 65448
35 - 37, *, pre-high-school, married, *, *, male, *, 78145
35 - 37, *, pre-high-school, married, *, *, male, *, 69973
35 - 37, *, pre-high-school, married, *, *, male, *, 36197
35 - 37, *, pre-high-school, married, *, *, male, *, 27880
35 - 37, *, pre-high-school, married, *, *, male, *, 34363
35 - 37, *, pre-high-school, married, *, *, male, *, 47224
35 - 37, *, pre-high-school, married, *, *, male, *, 38885
35 - 37, *, pre-high-school, married, *, *, male, *, 51147
35 - 37, *, pre-high-school, married, *, *, male, *, 49227
35 - 37, *, pre-high-school, married, *, *, male, *, 70544
35 - 37, *, pre-high-school, married, *, *, male, *, 60554
35 - 37, *, pre-high-school, married, *, *, male, *, 56736
35 - 37, *, pre-high-school, married, *, *, male, *, 48390
35 - 37, *, pre-high-school, married, *, *, male, *, 72574
35 - 37, *, pre-high-school, married, *, *, male, *, 78811
35 - 37, *, pre-high-school, married, *, *, male, *, 25562
35 - 37, *, pre-high-school, married, *, *, male, *, 37857
35 - 37, *, pre-high-school, married, *, *, male, *, 53319
35 - 37, *, pre-high-school, married, *, *, male, *, 51666
35 - 37, *, pre-high-school, married, *, *, male, *, 73295
35 - 37, *, pre-high-school, married, *, *, male, *, 50973
35 - 37, *, pre-high-school, married, *, *, male, *, 41396
35 - 37, *, pre-high-school, married, *, *, male, *, 31091
35 - 37, *, pre-high-school, married, *, *, male, *, 46376
35 - 37, *, pre-high-school, married, *, *, male, *, 14521
35 - 37, *, pre-high-school, married, *, *, male, *, 24158
35 - 37, *, pre-high-school, married, *, *, male, *, 56595
35 - 37, *, pre-high-school, married, *, *, male, *, 41192
35 - 37, *, pre-high-school, married, *, *, male, *, 62128
35 - 37, *, pre-high-school, married, *, *, male, *, 73678
35 - 37, *, pre-high-school, married, *, *, male, *, 64520
35 - 37, *, pre-high-school, married, *, *, male, *, 75468
35 - 37, *, pre-high-school, married, *, *, male, *, 49300
35 - 37, *, pre-high-school, married, *, *, male, *, 50607
35 - 37, *, pre-high-school, married, *, *, male, *, 46420
35 - 37, *, pre-high-school, married, *, *, male, *, 71143
35 - 37, *, pre-high-school, married, *, *, male, *, 66059
35 - 37, *, pre-high-school, married, *, *, male, *, 76523
35 - 37, *, pre-high-school, married, *, *, male, *, 21840
35 - 37, *, pre-high-school, married, *, *, male, *, 81420
35 - 37, *, pre-high-school, married, *, *, male, *, 37564
35 - 37, *, pre-high-school, married, *, *, male, *, 60526
35 - 37, *, pre-high-school, married, *, *, male, *, 28842
35 - 37, *, pre-high-school, married, *, *, male, *, 66014
35 - 37, *, pre-high-school, married, *, *, male, *, 72177
35 - 37, *, pre-high-school, married, *, *, male, *, 66175
35 - 37, *, pre-high-school, married, *, *, male, *, 62905
35 - 37, *, pre-high-school, married, *, *, male, *, 57096
35 - 37, *, pre-high-school, married, *, *, male, *, 68844
35 - 37, *, pre-high-school, married, *, *, male, *, 53306
35 - 37, *, pre-high-school, married, *, *, male, *, 41203
35 - 37, *, pre-high-school, married, *, *, male, *, 30116
35 - 37, *, pre-high-school, married, *, *, male, *, 74669
35 - 37, *, pre-high-school, married, *, *, male, *, 50794
35 - 37, *, pre-high-school, married, *, *, male, *, 21165
35 - 37, *, pre-high-school, married, *, *, male, *, 46563
35 - 37, *, pre-high-school, married, *, *, male, *, 51964
35 - 37, *, pre-high-school, married, *, *, male, *, 46330
35 - 37, *, pre-high-school, married, *, *, male, *, 30480
35 - 37, *, pre-high-school, married, *, *, male, *, 51487
35 - 37, *, pre-high-school, married, *, *, male, *, 61761
35 - 37, *, pre-high-school, married, *, *, male, *, 42504
35 - 37, *, pre-high-school, married, *, *, male, *, 52249
35 - 37, *, pre-high-school, married, *, *, male, *, 60329
35 - 37, *, pre-high-school, married, *, *, male, *, 56331
35 - 37, *, pre-high-school, married, *, *, male, *, 61878
35 - 37, *, pre-high-school, married, *, *, male, *, 43132
35 - 37, *, pre-high-school, married, *, *, male, *, 72662
35 - 37, *, pre-high-school, married, *, *, male, *, 69220
35 - 37, *, pre-high-school, married, *, *, male, *, 44554
17 - 37, *, pre-high-school, married, *, *, female, *, 45589
17 - 37, *, pre-high-school, married, *, *, female, *, 48767
17 - 37, *, pre-high-school, married, *, *, female, *, 68365
17 - 37, *, pre-high-school, married, *, *, female, *, 52608
17 - 37, *, pre-high-school, married, *, *, female, *, 48434
17 - 37, *, pre-high-school, married, *, *, female, *, 41026
17 - 37, *, pre-high-school, married, *, *, female, *, 21166
17 - 37, *, pre-high-school, married, *, *, female, *, 65399
17 - 37, *, pre-high-school, married, *, *, female, *, 17085
17 - 37, *, pre-high-school, married, *, *, female, *, 79766
17 - 37, *, pre-high-school, married, *, *, female, *, 44863
17 - 37, *, pre-high-school, married, *, *, female, *, 57418
17 - 37, *, pre-high-school, married, *, *, female, *, 70668
17 - 37, *, pre-high-school, married, *, *, female, *, 51432
17 - 37, *, pre-high-school, married, *, *, female, *, 56951
17 - 37, *, pre-high-school, married, *, *, female, *, 37884
17 - 37, *, pre-high-school, married, *, *, female, *, 50235
17 - 37, *, pre-high-school, married, *, *, female, *, 40247
17 - 37, *, pre-high-school, married, *, *, female, *, 55185
17 - 37, *, pre-high-school, married, *, *, female, *, 50761
17 - 37, *, pre-high-school, married, *, *, female, *, 42316
17 - 37, *, pre-high-school, married, *, *, female, *, 27277
17 - 37, *, pre-high-school, married, *, *, female, *, 50548
17 - 37, *, pre-high-school, married, *, *, female, *, 22420
17 - 37, *, pre-high-school, married, *, *, female, *, 55890
17 - 37, *, pre-high-school, married, *, *, female, *, 33582
17 - 37, *, pre-high-school, married, *, *, female, *, 73163
17 - 37, *, pre-high-school, married, *, *, female, *, 86579
17 - 37, *, pre-high-school, married, *, *, female, *, 55836
17 - 37, *, pre-high-school, married, *, *, female, *, 33203
17 - 37, *, pre-high-school, married, *, *, female, *, 64055
17 - 37, *, pre-high-school, married, *, *, female, *, 37525
17 - 37, *, pre-high-school, married, *, *, female, *, 72080
17 - 37, *, pre-high-school, married, *, *, female, *, 64084
17 - 37, *, pre-high-school, married, *, *, female, *, 64377
17 - 37, *, pre-high-school, married, *, *, female, *, 70375
17 - 37, *, pre-high-school, married, *, *, female, *, 88411
17 - 37, *, pre-high-school, married, *, *, female, *, 63890
17 - 37, *, pre-high-school, married, *, *, female, *, 63307
17 - 37, *, pre-high-school, married, *, *, female, *, 43319
17 - 37, *, pre-high-school, married, *, *, female, *, 56087
17 - 37, *, pre-high-school, married, *, *, female, *, 57376
17 - 37, *, pre-high-school, married, *, *, female, *, 62388
17 - 37, *, pre-high-school, married, *, *, female, *, 21563
17 - 37, *, pre-high-school, married, *, *, female, *, 71014
17 - 37, *, pre-high-school, married, *, *, female, *, 64230
17 - 37, *, pre-high-school, married, *, *, female, *, 44794
17 - 37, *, pre-high-school, married, *, *, female, *, 65712
17 - 37, *, pre-high-school, married, *, *, female, *, 57097
17 - 37, *, pre-high-school, married, *, *, female, *, 16071
17 - 37, *, pre-high-school, married, *, *, female, *, 45271
17 - 37, *, pre-high-school, married, *, *, female, *, 34426
17 - 37, *, pre-high-school, married, *, *, female, *, 78967
17 - 37, *, pre-high-school, married, *, *, female, *, 73040
17 - 37, *, pre-high-school, married, *, *, female, *, 60438
17 - 37, *, pre-high-school, married, *, *, female, *, 59539
17 - 37, *, pre-high-school, married, *, *, female, *, 61681
17 - 37, *, pre-high-school, married, *, *, female, *, 61713
17 - 37, *, pre-high-school, married, *, *, female, *, 26019
17 - 37, *, pre-high-school, married, *, *, female, *, 45795
17 - 37, *, pre-high-school, married, *, *, female, *, 20383
17 - 37, *, pre-high-school, married, *, *, female, *, 55663
17 - 37, *, pre-high-school, married, *, *, female, *, 54714
17 - 37, *, pre-high-school, married, *, *, female, *, 57065
17 - 37, *, pre-high-school, married, *, *, female, *, 65950
17 - 37, *, pre-high-school, married, *, *, female, *, 53119
17 - 37, *, pre-high-school, married, *, *, female, *, 31406
17 - 37, *, pre-high-school, married, *, *, female, *, 31080
17 - 37, *, pre-high-school, married, *, *, female, *, 55808
17 - 37, *, pre-high-school, married, *, *, female, *, 31134
17 - 37, *, pre-high-school, married, *, *, female, *, 66826
17 - 37, *, pre-high-school, married, *, *, female, *, 69808
17 - 37, *, pre-high-school, married, *, *, female, *, 20039
17 - 37, *, pre-high-school, married, *, *, female, *, 29583
17 - 37, *, pre-high-school, married, *, *, female, *, 31556
17 - 37, *, pre-high-school, married, *, *, female, *, 42555
17 - 37, *, pre-high-school, married, *, *, female, *, 32030
17 - 37, *, pre-high-school, married, *, *, female, *, 55872
17 - 37, *, pre-high-school, married, *, *, female, *, 59501
17 - 37, *, pre-high-school, married, *, *, female, *, 37252
17 - 37, *, pre-high-school, married, *, *, female, *, 79100
17 - 37, *, pre-high-school, married, *, *, female, *, 74464
17 - 37, *, pre-high-school, married, *, *, female, *, 37855
17 - 37, *, pre-high-school, married, *, *, female, *, 41595
17 - 37, *, pre-high-school, married, *, *, female, *, 66323
17 - 37, *, pre-high-school, married, *, *, female, *, 62806
17 - 37, *, pre-high-school, married, *, *, female, *, 70329
17 - 37, *, pre-high-school, married, *, *, female, *, 37135
17 - 37, *, pre-high-school, married, *, *, female, *, 67986
17 - 37, *, pre-high-school, married, *, *, female, *, 74445
17 - 37, *, pre-high-school, married, *, *, female, *, 55507
17 - 37, *, pre-high-school, married, *, *, female, *, 49550
17 - 37, *, pre-high-school, married, *, *, female, *, 62955
17 - 37, *, pre-high-school, married, *, *, female, *, 49158
17 - 37, *, pre-high-school, married, *, *, female, *, 53014
17 - 37, *, pre-high-school, married, *, *, female, *, 66104
17 - 37, *, pre-high-school, married, *, *, female, *, 61039
17 - 37, *, pre-high-school, married, *, *, female, *, 59799
17 - 37, *, pre-high-school, married, *, *, female, *, 24170
17 - 37, *, pre-high-school, married, *, *, female, *, 42228
17 - 37, *, pre-high-school, married, *, *, female, *, 79482
17 - 37, *, pre-high-school, married, *, *, female, *, 55449
17 - 37, *, pre-high-school, married, *, *, female, *, 59963
17 - 37, *, pre-high-school, married, *, *, female, *, 79250
17 - 37, *, pre-high-school, married, *, *, female, *, 51706
17 - 37, *, pre-high-school, married, *, *, female, *, 48466
17 - 37, *, pre-high-school, married, *, *, female, *, 47184
17 - 37, *, pre-high-school, married, *, *, female, *, 35808
17 - 37, *, pre-high-school, married, *, *, female, *, 72938
17 - 37, *, pre-high-school, married, *, *, female, *, 47666
17 - 37, *, pre-high-school, married, *, *, female, *, 89450
17 - 37, *, pre-high-school, married, *, *, female, *, 38119
17 - 37, *, pre-high-school, married, *, *, female, *, 48168
17 - 37, *, pre-high-school, married, *, *, female, *, 65617
17 - 37, *, pre-high-school, married, *, *, female, *, 65154
17 - 37, *, pre-high-school, married, *, *, female, *, 39218
17 - 37, *, pre-high-school, married, *, *, female, *, 63027
17 - 37, *, pre-high-school, married, *, *, female, *, 54970
17 - 37, *, pre-high-school, married, *, *, female, *, 42303
17 - 37, *, pre-high-school, married, *, *, female, *, 78229
17 - 37, *, pre-high-school, married, *, *, female, *, 42054
17 - 37, *, pre-high-school, married, *, *, female, *, 46682
17 - 37, *, pre-high-school, married, *, *, female, *, 66049
17 - 37, *, pre-high-school, married, *, *, female, *, 71492
17 - 37, *, pre-high-school, married, *, *, female, *, 22008
17 - 37, *, pre-high-school, married, *, *, female, *, 47130
17, *, pre-high-school, never-married, *, *, male, *, 67228
17, *, pre-high-school, never-married, *, *, male, *, 32235
