27 - 37, federal-gov, *, married, skilled, *, male, united-states, 83312
22 - 31, state-gov, *, married, customer-service, *, male, *, 97046
22 - 31, state-gov, *, married, customer-service, *, male, *, 85710
22 - 31, state-gov, *, married, customer-service, *, male, *, 74372
22 - 31, state-gov, *, married, customer-service, *, male, *, 37265
22 - 31, state-gov, *, married, customer-service, *, male, *, 105628
22 - 31, state-gov, *, married, customer-service, *, male, *, 41413
22 - 31, state-gov, *, married, customer-service, *, male, *, 45102
22 - 31, state-gov, *, married, customer-service, *, male, *, 90600
22 - 31, state-gov, *, married, customer-service, *, male, *, 82246
22 - 31, state-gov, *, married, customer-service, *, male, *, 84857
22 - 31, state-gov, *, married, customer-service, *, male, *, 63906
32 - 37, state-gov, *, married, customer-service, *, male, *, 50296
32 - 37, state-gov, *, married, customer-service, *, male, *, 60521
32 - 37, state-gov, *, married, customer-service, *, male, *, 92954
32 - 37, state-gov, *, married, customer-service, *, male, *, 74042
32 - 37, state-gov, *, married, customer-service, *, male, *, 111720
32 - 37, state-gov, *, married, customer-service, *, male, *, 85735
32 - 37, state-gov, *, married, customer-service, *, male, *, 110415
32 - 37, state-gov, *, married, customer-service, *, male, *, 36310
32 - 37, state-gov, *, married, customer-service, *, male, *, 73711
32 - 37, state-gov, *, married, customer-service, *, male, *, 43127
32 - 37, state-gov, *, married, customer-service, *, male, *, 64390
32 - 37, state-gov, *, married, customer-service, *, male, *, 90705
32 - 37, state-gov, *, married, customer-service, *, male, *, 51823
32 - 37, state-gov, *, married, customer-service, *, male, *, 80538
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 122953
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 72171
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 78823
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 78503
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 58553
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 90372
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 42754
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 60233
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 70297
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 98639
19 - 36, federal-gov, *, married, customer-service, *, female, united-states, 98973
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 58416
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 126828
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 77778
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 67215
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 74252
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 74565
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 36417
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 51577
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 60438
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 43266
23 - 32, local-gov, *, married, customer-service, white, female, north-america, 57110
33 - 37, local-gov, *, married, customer-service, *, female, *, 79146
33 - 37, local-gov, *, married, customer-service, *, female, *, 112263
33 - 37, local-gov, *, married, customer-service, *, female, *, 79307
33 - 37, local-gov, *, married, customer-service, *, female, *, 41583
33 - 37, local-gov, *, married, customer-service, *, female, *, 70806
33 - 37, local-gov, *, married, customer-service, *, female, *, 91430
33 - 37, local-gov, *, married, customer-service, *, female, *, 69141
33 - 37, local-gov, *, married, customer-service, *, female, *, 81210
33 - 37, local-gov, *, married, customer-service, *, female, *, 87227
33 - 37, local-gov, *, married, customer-service, *, female, *, 126654
33 - 37, local-gov, *, married, customer-service, *, female, *, 42810
33 - 37, local-gov, *, married, customer-service, *, female, *, 68502
22 - 36, state-gov, *, married, customer-service, *, female, *, 87671
22 - 36, state-gov, *, married, customer-service, *, female, *, 70668
22 - 36, state-gov, *, married, customer-service, *, female, *, 40581
22 - 36, state-gov, *, married, customer-service, *, female, *, 91966
22 - 36, state-gov, *, married, customer-service, *, female, *, 47949
22 - 36, state-gov, *, married, customer-service, *, female, *, 77718
22 - 36, state-gov, *, married, customer-service, *, female, *, 47938
22 - 36, state-gov, *, married, customer-service, *, female, *, 88862
22 - 36, state-gov, *, married, customer-service, *, female, *, 87527
22 - 36, state-gov, *, married, customer-service, *, female, *, 57637
22 - 36, state-gov, *, married, customer-service, *, female, *, 78217
22 - 36, state-gov, *, married, customer-service, *, female, *, 83143
22 - 36, state-gov, *, married, customer-service, *, female, *, 63319
22 - 36, state-gov, *, married, customer-service, *, female, *, 88587
22 - 36, state-gov, *, married, customer-service, *, female, *, 71492
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 84428
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 69565
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 47123
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 68624
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 72126
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 71099
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 74457
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 74272
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 61462
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 52878
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 43770
20 - 28, government, hs-grad, married-civ-spouse, protective-serv, *, *, north-america, 36859
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 67002
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 42069
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 54079
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 46231
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 70748
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 78518
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 42886
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 59780
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 86849
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 87123
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 78690
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 56361
23 - 28, government, some-college, married, protective-serv, *, male, united-states, 96541
29 - 31, government, pre-university, married, government, *, *, united-states, 70679
29 - 31, government, pre-university, married, government, *, *, united-states, 66702
29 - 31, government, pre-university, married, government, *, *, united-states, 84839
29 - 31, government, pre-university, married, government, *, *, united-states, 69686
29 - 31, government, pre-university, married, government, *, *, united-states, 82723
29 - 31, government, pre-university, married, government, *, *, united-states, 94725
29 - 31, government, pre-university, married, government, *, *, united-states, 94826
29 - 31, government, pre-university, married, government, *, *, united-states, 92761
29 - 31, government, pre-university, married, government, *, *, united-states, 64931
29 - 31, government, pre-university, married, government, *, *, united-states, 70950
29 - 31, government, pre-university, married, government, *, *, united-states, 71760
29 - 31, government, pre-university, married, government, *, *, united-states, 65851
29 - 31, government, pre-university, married, government, *, *, united-states, 94886
29 - 31, government, pre-university, married, government, *, *, united-states, 82747
29 - 31, government, pre-university, married, government, *, *, united-states, 72714
29 - 31, government, pre-university, married, government, *, *, united-states, 77166
29 - 31, government, pre-university, married, government, *, *, united-states, 45165
29 - 31, government, pre-university, married, government, *, *, united-states, 67895
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 119608
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 54495
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 103211
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 110012
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 82826
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 90585
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 51398
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 104323
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 109628
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 84398
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 55837
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 57160
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 42258
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 117671
24 - 31, government, bachelors, married-civ-spouse, protective-serv, *, *, united-states, 66768
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 111047
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 92150
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 63618
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 56638
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 92267
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 62879
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 84549
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 69206
24 - 31, government, post-doctorate, married-civ-spouse, protective-serv, *, male, *, 132512
