20 - 26, non-government, pre-primary, married, *, *, male, *, 43685
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 26444
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 74383
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 22349
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 170418
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 136743
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 20062
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 56850
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 63558
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 43082
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 175534
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 143069
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 57913
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 38737
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 189052
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 73160
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 58858
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 199494
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 112413
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 78751
31 - 34, non-government, 10th, married-civ-spouse, *, *, male, *, 168764
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 34205
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 68876
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 189314
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 176255
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 111988
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 50199
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 68851
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 123503
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 126723
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 27179
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 94694
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 129655
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 137915
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 148226
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 139576
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 111518
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 114111
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 184451
35 - 37, non-government, 10th, married-civ-spouse, *, *, male, *, 22788
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 192193
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 158569
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 140653
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 150504
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 187175
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 154363
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 86571
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 76861
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 43566
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 42231
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 125127
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 61087
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 149215
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 59441
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 115824
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 29259
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 194502
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 32571
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 116916
18 - 23, non-government, 11th, married-civ-spouse, *, white, male, north-america, 33647
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 91190
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 55647
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 112021
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 152848
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 98825
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 27887
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 27130
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 124175
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 73122
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 135213
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 105189
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 130676
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 88692
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 114861
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 150857
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 179441
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 98783
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 157272
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 191219
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 37035
24 - 26, private, 11th, married-civ-spouse, *, *, male, *, 152651
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 119897
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 21474
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 147286
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 77138
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 73455
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 65135
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 118214
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 128582
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 52063
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 140253
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 124525
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 98976
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 48297
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 19998
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 78398
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 73184
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 101898
27 - 28, non-government, 11th, married-civ-spouse, *, *, male, united-states, 115716
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 197005
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 26139
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 43395
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 65103
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 117542
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 62413
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 128568
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 187204
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 186447
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 94104
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 84133
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 63843
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 10123
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 44224
29 - 30, private, 11th, married-civ-spouse, *, *, male, *, 187616
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 75569
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 157627
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 54885
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 189855
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 197557
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 110519
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 153404
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 80580
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 23486
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 56599
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 160546
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 72476
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 66681
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 131171
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 186543
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 117417
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 113964
31 - 33, non-government, 11th, married-civ-spouse, *, white, male, north-america, 163392
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 118863
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 175444
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 33000
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 81143
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 65514
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 61057
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 180247
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 169683
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 104332
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 59397
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 140373
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 99778
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 74801
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 14695
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 178089
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 13891
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 184069
34 - 35, non-government, 11th, married-civ-spouse, *, white, male, *, 133723
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 31425
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 137700
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 13709
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 102084
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 172674
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 132524
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 180151
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 59905
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 109251
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 86922
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 37458
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 160867
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 39690
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 11572
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 87258
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 141621
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 174000
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 164965
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 73130
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 169359
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 50722
36 - 37, non-government, 11th, married-civ-spouse, *, *, male, united-states, 103436
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 189214
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 70383
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 103409
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 85094
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 195513
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 106723
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 131170
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 172750
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 85823
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 93318
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 184116
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 19273
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 79964
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 158699
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 69116
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 181509
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 195677
21 - 29, non-government, 12th, married-civ-spouse, *, *, male, *, 138925
