17-37.0, *, pre-primary, *, *, *, male, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
38.0-90, *, pre-primary, *, *, *, female, *, <=50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
17-37.0, *, post-doctorate, *, *, *, male, *, >50K
